wordKey,topmost,bottommost,left,right,above,below,normTop,normLeft,normBottom,normRight,wordWidth,wordHeight,wordArea,standardisedText,isTitle_heightBased,isTitle_hOCRBased,isSum,isProduct,isMathElement
1_1166_978,INVOICE_275_200,delivery_386_1818,1.45_948_978,1.45_1313_978,6_1167_920,,0.4445,0.6859,0.4518,0.5341,9,16,144,d,False,False,False,False,True
1.45_1313_978,INVOICE_275_200,delivery_386_1818,1_1166_978,,9.90_1313_918,,0.4445,0.7724,0.4518,0.6155,41,16,656,dpdd,False,False,False,True,False
Subtotal_1089_1344,INVOICE_275_200,delivery_386_1818,,,,Discount_1087_1398,0.6109,0.6406,0.625,0.5359,90,31,2790,Cccccccc,True,False,False,False,False
12.60_1301_1349,INVOICE_275_200,delivery_386_1818,,,,5.40_1312_1404,0.6132,0.7653,0.6205,0.6155,53,16,848,ddpdd,False,False,False,False,False
Discount_1087_1398,INVOICE_275_200,delivery_386_1818,,,Subtotal_1089_1344,rate)_1130_1456,0.6355,0.6394,0.65,0.5359,92,32,2944,Cccccccc,True,True,False,False,False
5.40_1312_1404,INVOICE_275_200,delivery_386_1818,,,12.60_1301_1349,4.2%_1304_1458,0.6382,0.7718,0.6455,0.6155,42,16,672,dpdd,False,False,False,False,False
(Tax_1078_1456,INVOICE_275_200,delivery_386_1818,,rate)_1130_1456,Discount_1087_1398,Tax_1141_1507,0.6618,0.6341,0.6714,0.5114,47,21,987,pCcc,False,False,False,False,False
rate)_1130_1456,INVOICE_275_200,delivery_386_1818,(Tax_1078_1456,,Discount_1087_1398,Tax_1141_1507,0.6618,0.6647,0.6718,0.5355,48,22,1056,ccccp,False,False,False,False,False
4.2%_1304_1458,INVOICE_275_200,delivery_386_1818,,,5.40_1312_1404,0.30_1313_1512,0.6627,0.7671,0.67,0.615,49,16,784,dpdp,False,False,False,False,False
Tax_1141_1507,INVOICE_275_200,delivery_386_1818,,,rate)_1130_1456,,0.685,0.6712,0.6991,0.5359,38,31,1178,Ccc,True,False,False,False,False
0.30_1313_1512,INVOICE_275_200,delivery_386_1818,,,4.2%_1304_1458,,0.6873,0.7724,0.6945,0.6155,41,16,656,dpdd,False,False,False,False,False
Invoice_1105_1647,INVOICE_275_200,delivery_386_1818,,,,total_1133_1677,0.7486,0.65,0.7568,0.5359,74,18,1332,Ccccccc,False,False,False,False,False
total_1133_1677,INVOICE_275_200,delivery_386_1818,,,Invoice_1105_1647,,0.7623,0.6665,0.7705,0.5359,46,18,828,ccccc,False,False,False,False,False
Terms_280_1788,INVOICE_275_200,delivery_386_1818,,,,Cash_280_1818,0.8127,0.1647,0.8209,0.1564,64,18,1152,Ccccc,False,False,False,False,False
Cash_280_1818,INVOICE_275_200,delivery_386_1818,,next_336_1820,Terms_280_1788,,0.8264,0.1647,0.8341,0.1486,47,17,799,Cccc,False,False,False,False,False
next_336_1820,INVOICE_275_200,delivery_386_1818,Cash_280_1818,,Terms_280_1788,,0.8273,0.1976,0.8341,0.1723,43,15,645,cccc,False,False,False,False,False
delivery_386_1818,INVOICE_275_200,delivery_386_1818,,,,,0.8264,0.2271,0.8364,0.21,76,22,1672,cccccccc,False,False,False,False,False
