wordKey,topmost,bottommost,left,right,above,below,normTop,normLeft,normBottom,normRight,wordWidth,wordHeight,wordArea,standardisedText,isTitle_heightBased,isTitle_hOCRBased,isSum,isProduct,isMathElement
North_1144_534,RILEY-RICHARDSON_129_108,business!_335_1666,,,4092_1143_510,+970_1144_576,0.2427,0.6729,0.2495,0.5427,50,15,750,Ccccc,False,False,False,False,False
"Yvonnetown,_1203_535",RILEY-RICHARDSON_129_108,business!_335_1666,,LA_1330_535,Johnson_1191_509,1394_1244_576,0.2432,0.7076,0.2509,0.6005,118,17,2006,Ccccccccccp,False,False,False,False,False
LA_1330_535,RILEY-RICHARDSON_129_108,business!_335_1666,"Yvonnetown,_1203_535",24482_1358_535,Brook_1278_509,,0.2432,0.7824,0.2495,0.6132,19,14,266,CC,False,False,False,False,False
24482_1358_535,RILEY-RICHARDSON_129_108,business!_335_1666,LA_1330_535,,,,0.2432,0.7988,0.2495,0.6395,49,14,686,ddddd,False,False,False,False,False
Address_117_550,RILEY-RICHARDSON_129_108,business!_335_1666,,,Customer_118_509,,0.25,0.0688,0.2573,0.0877,76,16,1216,Ccccccc,False,False,False,False,False
900_389_551,RILEY-RICHARDSON_129_108,business!_335_1666,,,9844169_389_510,West_388_576,0.2505,0.2288,0.2568,0.19,29,14,406,ddd,False,False,False,False,False
Joshua_425_550,RILEY-RICHARDSON_129_108,business!_335_1666,,,9844169_389_510,"Michelle,_439_575",0.25,0.25,0.2577,0.2223,64,17,1088,Cccccc,False,False,False,False,False
Street_497_551,RILEY-RICHARDSON_129_108,business!_335_1666,,Suite_555_551,,VT_528_576,0.2505,0.2924,0.2568,0.2495,52,14,728,Cccccc,False,False,False,False,False
Suite_555_551,RILEY-RICHARDSON_129_108,business!_335_1666,Street_497_551,117_608_551,,97660_555_576,0.2505,0.3265,0.2568,0.2727,45,14,630,Ccccc,False,False,False,False,False
117_608_551,RILEY-RICHARDSON_129_108,business!_335_1666,Suite_555_551,,,97660_555_576,0.2505,0.3576,0.2568,0.2868,23,14,322,ddd,False,False,False,False,False
West_388_576,RILEY-RICHARDSON_129_108,business!_335_1666,,,900_389_551,+98_389_618,0.2618,0.2282,0.2682,0.1964,44,14,616,Cccc,False,False,False,False,False
"Michelle,_439_575",RILEY-RICHARDSON_129_108,business!_335_1666,,,Joshua_425_550,5455_451_618,0.2614,0.2582,0.2695,0.2364,81,18,1458,Ccccccccp,False,False,False,False,False
VT_528_576,RILEY-RICHARDSON_129_108,business!_335_1666,,97660_555_576,Street_497_551,4662_499_618,0.2618,0.3106,0.2682,0.2491,20,14,280,CC,False,False,False,False,False
97660_555_576,RILEY-RICHARDSON_129_108,business!_335_1666,VT_528_576,,Suite_555_551,,0.2618,0.3265,0.2682,0.2745,49,14,686,ddddd,False,False,False,False,False
Phone_876_575,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.2614,0.5153,0.2686,0.4245,58,16,928,Ccccc,False,False,False,False,False
+970_1144_576,RILEY-RICHARDSON_129_108,business!_335_1666,,8_1189_576,North_1144_534,,0.2618,0.6729,0.2682,0.5368,37,14,518,pddd,False,False,False,False,False
8_1189_576,RILEY-RICHARDSON_129_108,business!_335_1666,+970_1144_576,283_1206_576,North_1144_534,,0.2618,0.6994,0.2682,0.5445,9,14,126,d,False,False,False,False,False
283_1206_576,RILEY-RICHARDSON_129_108,business!_335_1666,8_1189_576,1394_1244_576,,,0.2618,0.7094,0.2682,0.5609,28,14,392,ddd,False,False,False,False,False
1394_1244_576,RILEY-RICHARDSON_129_108,business!_335_1666,283_1206_576,,"Yvonnetown,_1203_535",,0.2618,0.7318,0.2682,0.5823,37,14,518,dddd,False,False,False,False,False
Phone_119_616,RILEY-RICHARDSON_129_108,business!_335_1666,,,Address_117_550,,0.28,0.07,0.2877,0.0805,58,17,986,Ccccc,False,False,False,False,False
+98_389_618,RILEY-RICHARDSON_129_108,business!_335_1666,,13_426_618,West_388_576,,0.2809,0.2288,0.2873,0.19,29,14,406,pdd,False,False,False,False,False
13_426_618,RILEY-RICHARDSON_129_108,business!_335_1666,+98_389_618,5455_451_618,West_388_576,,0.2809,0.2506,0.2873,0.2009,16,14,224,dd,False,False,False,False,False
5455_451_618,RILEY-RICHARDSON_129_108,business!_335_1666,13_426_618,4662_499_618,"Michelle,_439_575",,0.2809,0.2653,0.2873,0.2227,39,14,546,dddd,False,False,False,False,False
4662_499_618,RILEY-RICHARDSON_129_108,business!_335_1666,5455_451_618,,VT_528_576,,0.2809,0.2935,0.2873,0.2445,39,14,546,dddd,False,False,False,False,False
Payment_119_697,RILEY-RICHARDSON_129_108,business!_335_1666,,Due_202_697,,Salesperson_117_737,0.3168,0.07,0.3255,0.0886,76,19,1444,Ccccccc,False,False,False,False,False
Due_202_697,RILEY-RICHARDSON_129_108,business!_335_1666,Payment_119_697,,,,0.3168,0.1188,0.3236,0.1073,34,15,510,Ccc,False,False,False,False,False
05/02/2020_389_695,RILEY-RICHARDSON_129_108,business!_335_1666,,,,Robert_390_738,0.3159,0.2288,0.3241,0.2232,102,18,1836,ddpddpdddd,False,False,False,False,False
Delivery_876_696,RILEY-RICHARDSON_129_108,business!_335_1666,,,,Shipping_874_737,0.3164,0.5153,0.3255,0.4309,72,20,1440,Cccccccc,False,False,False,False,False
Date_957_697,RILEY-RICHARDSON_129_108,business!_335_1666,,,,Method_965_737,0.3168,0.5629,0.3236,0.4523,38,15,570,Cccc,False,False,False,False,False
Salesperson_117_737,RILEY-RICHARDSON_129_108,business!_335_1666,,,Payment_119_697,Payment_119_775,0.335,0.0688,0.3445,0.1041,112,21,2352,Ccccccccccc,False,False,False,False,False
Robert_390_738,RILEY-RICHARDSON_129_108,business!_335_1666,,Martinez_458_739,05/02/2020_389_695,Payment_390_781,0.3355,0.2294,0.3423,0.205,61,15,915,Cccccc,False,False,False,False,False
Martinez_458_739,RILEY-RICHARDSON_129_108,business!_335_1666,Robert_390_738,,,terms:_472_782,0.3359,0.2694,0.3423,0.2432,77,14,1078,Cccccccc,False,False,False,False,False
Shipping_874_737,RILEY-RICHARDSON_129_108,business!_335_1666,,Method_965_737,Delivery_876_696,Shipping_874_779,0.335,0.5141,0.3445,0.435,83,21,1743,Cccccccc,False,False,False,False,False
Method_965_737,RILEY-RICHARDSON_129_108,business!_335_1666,Shipping_874_737,,Date_957_697,Terms_963_780,0.335,0.5676,0.3427,0.4691,67,17,1139,Cccccc,False,False,False,False,False
DHL_1144_739,RILEY-RICHARDSON_129_108,business!_335_1666,,,,Payment_1144_775,0.3359,0.6729,0.3423,0.5359,35,14,490,CCC,False,False,False,False,False
Payment_119_775,RILEY-RICHARDSON_129_108,business!_335_1666,,,Salesperson_117_737,,0.3523,0.07,0.365,0.0873,73,28,2044,Ccccccc,True,False,False,False,False
Terms_201_780,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.3545,0.1182,0.3614,0.115,52,15,780,Ccccc,False,False,False,False,False
Payment_390_781,RILEY-RICHARDSON_129_108,business!_335_1666,,,Robert_390_738,,0.355,0.2294,0.3632,0.2114,75,18,1350,Ccccccc,False,False,False,False,False
terms:_472_782,RILEY-RICHARDSON_129_108,business!_335_1666,,Cash_535_780,Martinez_458_739,,0.3555,0.2776,0.3614,0.2391,54,13,702,cccccp,False,False,False,False,False
Cash_535_780,RILEY-RICHARDSON_129_108,business!_335_1666,terms:_472_782,account_585_782,,,0.3545,0.3147,0.3614,0.2614,40,15,600,Cccc,False,False,False,False,False
account_585_782,RILEY-RICHARDSON_129_108,business!_335_1666,Cash_535_780,,,,0.3555,0.3441,0.3614,0.2995,74,13,962,ccccccc,False,False,False,False,False
Shipping_874_779,RILEY-RICHARDSON_129_108,business!_335_1666,,,Shipping_874_737,,0.3541,0.5141,0.3632,0.435,83,20,1660,Cccccccc,False,False,False,False,False
Terms_963_780,RILEY-RICHARDSON_129_108,business!_335_1666,,,Method_965_737,,0.3545,0.5665,0.3614,0.4618,53,15,795,Ccccc,False,False,False,False,False
Payment_1144_775,RILEY-RICHARDSON_129_108,business!_335_1666,,,DHL_1144_739,,0.3523,0.6729,0.365,0.5505,67,28,1876,Ccccccc,True,False,False,False,False
terms:_1224_782,RILEY-RICHARDSON_129_108,business!_335_1666,,Cash_1290_780,,,0.3555,0.72,0.3614,0.5823,57,13,741,cccccp,False,False,False,False,False
Cash_1290_780,RILEY-RICHARDSON_129_108,business!_335_1666,terms:_1224_782,account_1339_782,,,0.3545,0.7588,0.3614,0.6041,39,15,585,Cccc,False,False,False,False,False
account_1339_782,RILEY-RICHARDSON_129_108,business!_335_1666,Cash_1290_780,,,,0.3555,0.7876,0.3614,0.6427,75,13,975,ccccccc,False,False,False,False,False
Qty._131_903,RILEY-RICHARDSON_129_108,business!_335_1666,,Item#_239_903,,7_144_968,0.4105,0.0771,0.4236,0.075,34,29,986,Cccp,True,False,False,False,False
Item#_239_903,RILEY-RICHARDSON_129_108,business!_335_1666,Qty._131_903,Description_348_902,,5825_242_968,0.4105,0.1406,0.4236,0.1309,49,29,1421,Ccccp,True,False,False,False,False
Description_348_902,RILEY-RICHARDSON_129_108,business!_335_1666,Item#_239_903,,,Ivory_385_968,0.41,0.2047,0.4236,0.2059,105,30,3150,Ccccccccccc,True,True,False,False,False
Unit_930_906,RILEY-RICHARDSON_129_108,business!_335_1666,,Price_973_906,,,0.4118,0.5471,0.4195,0.4395,37,17,629,Cccc,False,False,False,False,False
Price_973_906,RILEY-RICHARDSON_129_108,business!_335_1666,Unit_930_906,Discount_1163_906,,,0.4118,0.5724,0.4195,0.4636,47,17,799,Ccccc,False,False,False,False,False
Discount_1163_906,RILEY-RICHARDSON_129_108,business!_335_1666,Price_973_906,Line_1397_906,,,0.4118,0.6841,0.4195,0.5664,83,17,1411,Cccccccc,False,False,False,False,False
Line_1397_906,RILEY-RICHARDSON_129_108,business!_335_1666,Discount_1163_906,Total_1441_906,,,0.4118,0.8218,0.4195,0.6523,38,17,646,Cccc,False,False,False,False,False
Total_1441_906,RILEY-RICHARDSON_129_108,business!_335_1666,Line_1397_906,,,,0.4118,0.8476,0.4195,0.6745,43,17,731,Ccccc,False,False,False,False,False
7_144_968,RILEY-RICHARDSON_129_108,business!_335_1666,,5825_242_968,,,0.44,0.0847,0.4464,0.0686,7,14,98,d,False,False,False,False,False
5825_242_968,RILEY-RICHARDSON_129_108,business!_335_1666,7_144_968,,,,0.44,0.1424,0.4464,0.1277,39,14,546,dddd,False,False,False,False,False
S/4_347_966,RILEY-RICHARDSON_129_108,business!_335_1666,,,Description_348_902,,0.4391,0.2041,0.4473,0.1709,29,18,522,Cpd,False,False,False,False,False
Ivory_385_968,RILEY-RICHARDSON_129_108,business!_335_1666,,Mini_439_968,Description_348_902,,0.44,0.2265,0.4482,0.1955,45,18,810,Ccccc,False,False,False,False,False
Mini_439_968,RILEY-RICHARDSON_129_108,business!_335_1666,Ivory_385_968,Rose_488_968,,,0.44,0.2582,0.4464,0.2164,37,14,518,Cccc,False,False,False,False,False
Rose_488_968,RILEY-RICHARDSON_129_108,business!_335_1666,Mini_439_968,Candle_539_967,,,0.44,0.2871,0.4464,0.2414,43,14,602,Cccc,False,False,False,False,False
Candle_539_967,RILEY-RICHARDSON_129_108,business!_335_1666,Rose_488_968,In_609_968,,,0.4395,0.3171,0.4464,0.2727,61,15,915,Cccccc,False,False,False,False,False
In_609_968,RILEY-RICHARDSON_129_108,business!_335_1666,Candle_539_967,Bowl_634_967,,,0.44,0.3582,0.4464,0.2832,14,14,196,Cc,False,False,False,False,False
Bowl_634_967,RILEY-RICHARDSON_129_108,business!_335_1666,In_609_968,1.65_1087_968,,,0.4395,0.3729,0.4464,0.3073,42,15,630,Cccc,False,False,False,False,False
1.65_1087_968,RILEY-RICHARDSON_129_108,business!_335_1666,Bowl_634_967,11.55_1546_968,,,0.44,0.6394,0.4464,0.5077,30,14,420,dpdd,False,False,False,False,False
11.55_1546_968,RILEY-RICHARDSON_129_108,business!_335_1666,1.65_1087_968,,,,0.44,0.9094,0.4464,0.7205,39,14,546,ddpdd,False,False,False,False,False
Total_1219_1391,RILEY-RICHARDSON_129_108,business!_335_1666,,Discount_1271_1392,,,0.6323,0.7171,0.6391,0.5736,43,15,645,Ccccc,False,False,False,False,False
Discount_1271_1392,RILEY-RICHARDSON_129_108,business!_335_1666,Total_1219_1391,731_1556_1392,,,0.6327,0.7476,0.6391,0.615,82,14,1148,Cccccccc,False,False,False,False,False
731_1556_1392,RILEY-RICHARDSON_129_108,business!_335_1666,Discount_1271_1392,,,,0.6327,0.9153,0.6391,0.72,28,14,392,ddd,False,False,False,False,False
Subtotal_1276_1447,RILEY-RICHARDSON_129_108,business!_335_1666,,,Discount_1271_1392,,0.6577,0.7506,0.6709,0.6141,75,29,2175,Cccccccc,True,False,False,False,False
11.55_1546_1452,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.66,0.9094,0.6664,0.7205,39,14,546,ddpdd,False,False,False,False,False
Thank_95_1662,RILEY-RICHARDSON_129_108,business!_335_1666,,you_172_1662,,,0.7555,0.0559,0.7714,0.0691,57,35,1995,Ccccc,True,True,False,False,False
you_172_1662,RILEY-RICHARDSON_129_108,business!_335_1666,Thank_95_1662,,,,0.7555,0.1012,0.7714,0.0959,39,35,1365,ccc,True,True,False,False,False
for_228_1666,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.7573,0.1341,0.7673,0.1191,34,22,748,ccc,False,False,False,False,False
your_270_1672,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.76,0.1588,0.7695,0.1473,54,21,1134,cccc,False,False,False,False,False
business!_335_1666,RILEY-RICHARDSON_129_108,business!_335_1666,,,,,0.7573,0.1971,0.7673,0.2036,113,22,2486,ccccccccp,False,False,False,False,False
